地点コード,延床面積(㎡),有効率(%),有効面積(㎡),階層1,階層2,階層3,階層4,階層5,階層1_共込単価(円/㎡),階層1_共込単価(円/坪),階層2_共込単価(円/㎡),階層2_共込単価(円/坪),階層3_共込単価(円/㎡),階層3_共込単価(円/坪),階層4_共込単価(円/㎡),階層4_共込単価(円/坪),階層5_共込単価(円/㎡),階層5_共込単価(円/坪),階層1_有効面積(㎡),階層2_有効面積(㎡),階層3_有効面積(㎡),階層4_有効面積(㎡),階層5_有効面積(㎡),駐車場代単価（円/台）,駐車場台数,緯度,経度,用途,構造・階層,評価書,用途カテゴリ
札幌北5-19,400,100,400,(一括)1階：店舗,,,,,2150,7107,,,,,,,,,400,0,0,0,0,0,0,43.14429611111111,141.3582988888889,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011020519.html,店舗系
札幌東-1,280.35,89.6,251.19,1階：住宅,2～3階：住宅,,,,1660,5488,1710,5653,,,,,,,83.73,83.73,0,0,0,8000,3,43.084443888888885,141.37799194444446,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030001.html,戸建住宅系
札幌東-2,310.5,90.6,281.34,1階：住宅,2～3階：住宅,,,,1510,4992,1530,5058,,,,,,,93.78,93.78,0,0,0,5000,4,43.089328888888886,141.38722388888888,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030002.html,戸建住宅系
札幌東-3,315.9,91.5,288.9,1階：居宅,2～3階：居宅,,,,1550,5124,1600,5289,,,,,,,96.3,96.3,0,0,0,7000,3,43.08764388888889,141.37800805555557,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030003.html,戸建住宅系
札幌東-4,476.82,84.9,404.82,1階：住宅,2～3階：住宅,,,,1560,5157,1600,5289,,,,,,,134.94,134.94,0,0,0,7000,4,43.08177805555556,141.3835,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030004.html,戸建住宅系
札幌東-6,247.08,88.2,217.92,1階：住宅,2～3階：住宅,,,,1640,5421,1680,5554,,,,,,,72.64,72.64,0,0,0,8000,3,43.11431388888889,141.3644211111111,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030006.html,戸建住宅系
札幌東-7,359.52,87.5,314.52,1階：住宅,2階：住宅,3階：住宅,,,1720,5686,1740,5752,1740,5752,,,,,104.84,104.84,104.84,0,0,8000,4,43.07528805555556,141.3588,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030007.html,戸建住宅系
札幌東-10,381.9,88.3,337.1,1階：住宅,2～3階：住宅,,,,1490,4926,1540,5091,,,,,,,106.1,115.5,0,0,0,6000,4,43.101753888888894,141.37830888888888,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030010.html,戸建住宅系
札幌東-11,346.71,88.3,306.15,1階：住宅,2～3階：住宅,,,,1490,4926,1520,5025,,,,,,,102.05,102.05,0,0,0,7000,4,43.10552194444444,141.35979111111112,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030011.html,戸建住宅系
札幌東-12,447.3,82.8,370.5,1階：住宅,2～3階：住宅,,,,1677,5544,1710,5653,,,,,,,123.5,123.5,0,0,0,7000,3,43.09618805555556,141.37543,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030012.html,戸建住宅系
札幌東-13,211.44,91.3,192.96,1階：住宅,2～3階：住宅,,,,1590,5256,1620,5355,,,,,,,64.32,64.32,0,0,0,7000,4,43.10630388888889,141.37285888888889,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030013.html,戸建住宅系
札幌東-14,199.36,90.1,179.62,1階：住宅,2階：住宅,,,,1490,4926,1510,4992,,,,,,,89.81,89.81,0,0,0,6000,4,43.082408055555554,141.3935988888889,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030014.html,戸建住宅系
札幌東-18,285.69,89.8,256.53,1階：住宅,2～3階：住宅,,,,1660,5488,1710,5653,,,,,,,85.51,85.51,0,0,0,7000,4,43.09495888888889,141.36849999999998,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030018.html,戸建住宅系
札幌東-21,185.3,91.8,170.12,1階：住宅,2階：住宅,,,,1460,4826,1500,4959,,,,,,,85.06,85.06,0,0,0,6000,2,43.07525694444444,141.3890011111111,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030021.html,戸建住宅系
札幌東-22,239.94,81.2,194.94,1階：住宅,2～3階：住宅,,,,1677,5544,1710,5653,,,,,,,64.98,64.98,0,0,0,8000,3,43.08374111111111,141.35721388888888,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030022.html,共同住宅
札幌東-23,207.36,85.9,178.2,1階：住宅,2～3階：住宅,,,,1730,5719,1740,5752,,,,,,,59.4,59.4,0,0,0,8000,4,43.07845694444445,141.3709861111111,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030023.html,戸建住宅系
札幌東-24,616.32,85.4,526.32,1階：住宅,2～3階：住宅,,,,1648,5448,1680,5554,,,,,,,175.44,175.44,0,0,0,7000,4,43.10165388888889,141.36355805555556,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030024.html,戸建住宅系
札幌東-26,311.04,85.5,266.04,1階：住宅,2～3階：住宅,,,,1560,5157,1580,5223,,,,,,,88.68,88.68,0,0,0,7000,4,43.094923055555554,141.35352694444444,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030026.html,戸建住宅系
札幌東-32,227.91,87.2,198.75,1階：共同住宅,2～3階：共同住宅,,,,1610,5322,1660,5488,,,,,,,66.25,66.25,0,0,0,7000,3,43.090360000000004,141.36256388888887,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030032.html,戸建住宅系
札幌東-36,333.84,91.3,304.68,1階：住宅,2～3階：住宅,,,,1550,5124,1580,5223,,,,,,,101.56,101.56,0,0,0,6000,4,43.088860000000004,141.35860611111113,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030036.html,戸建住宅系
札幌東-37,238.26,91.1,217.05,1階：住宅,2～3階：住宅,,,,1579,5220,1610,5322,,,,,,,72.35,72.35,0,0,0,7000,4,43.108531944444444,141.366225,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030037.html,戸建住宅系
札幌東5-1,692,88.5,612.75,1階：店舗,2～3階：住宅,,,,2440,8066,1670,5521,,,,,,,217.75,197.5,0,0,0,0,0,43.084140000000005,141.35183111111112,店舗兼共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030501.html,店舗＆共同住宅
札幌東5-2,1020.6,89,908,1階：店舗,2～4階：住宅,,,,2670,8826,1790,5917,,,,,,,213.05,231.65,0,0,0,8000,14,43.09647694444445,141.35955305555555,店舗兼共同住宅,S造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030502.html,店舗＆共同住宅
札幌東5-3,792,85.2,674.5,1階：店舗,2～5階：事務所,,,,3640,12033,2930,9686,,,,,,,126.9,136.9,0,0,0,12000,5,43.07906611111111,141.36453305555557,店舗兼事務所,RC造地上5階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030503.html,店舗＆事務所
札幌東5-4,555.75,88.5,492,1階：店舗,2階：事務所,3～4階：事務所,,,3450,11405,2770,9157,2770,9157,,,,,78.75,137.75,137.75,0,0,10000,2,43.10544194444444,141.36859805555554,店舗兼事務所,S造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030504.html,店舗＆事務所
札幌東5-5,1430.59,90.8,1299.1,1階：店舗,2～5階：住宅,6～8階：住宅,,,2445,8083,1670,5521,1748,5779,,,,,231.46,152.52,152.52,0,0,8000,6,43.11028694444445,141.34653805555556,店舗兼共同住宅,RC造地上8階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030505.html,店舗＆共同住宅
札幌東5-6,4169.52,80.7,3364.8,1階：店舗,2階：住宅,3～5階：住宅,6階：住宅,,5120,16926,2621,8664,2745,9074,2820,9322,,,560.8,560.8,560.8,560.8,0,10000,18,43.07172111111111,141.35496388888888,店舗兼共同住宅,RC造地上6階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030506.html,店舗＆共同住宅
札幌東5-7,1434.38,79.3,1137.82,1階：店舗,2～5階：事務所,,,,3818,12621,3075,10165,,,,,,,192.7,236.28,0,0,0,10000,12,43.07250694444444,141.36542500000002,店舗兼事務所,RC造地上5階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030507.html,店舗＆事務所
札幌東5-8,580.12,100,580.12,(一括)1階：店舗,,,,,2250,7438,,,,,,,,,580.12,0,0,0,0,0,0,43.100993888888894,141.4075811111111,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030508.html,店舗系
札幌東5-9,372.6,88.9,331.24,1階：店舗,2階：住宅,,,,2235,7388,1510,4992,,,,,,,170.65,160.59,0,0,0,5000,4,43.09254388888889,141.41099,店舗兼共同住宅,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030509.html,店舗＆共同住宅
札幌東5-10,1173,80.8,948,1階：店舗,2～5階：事務所,,,,3850,12727,2860,9455,,,,,,,150,199.5,0,0,0,12000,7,43.11351194444445,141.36669,店舗兼事務所,S造地上5階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030510.html,店舗＆事務所
札幌東5-11,797.5,83.3,664,1階：店舗,2～5階：事務所,,,,4000,13223,3200,10579,,,,,,,128,134,0,0,0,11000,5,43.09444194444445,141.37187194444445,店舗兼事務所,S造地上5階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030511.html,店舗＆事務所
札幌東5-12,860.24,84.7,729,1階：店舗,2～4階：住宅,,,,2640,8727,1780,5884,,,,,,,204.12,174.96,0,0,0,7000,6,43.12032111111111,141.35425805555556,店舗兼共同住宅,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030512.html,店舗＆共同住宅
札幌東5-13,924,91.8,848.23,1階：店舗,2～3階：共同住宅,,,,2240,7405,1660,5488,,,,,,,294.45,276.89,0,0,0,7000,5,43.08685388888889,141.40333611111112,店舗兼共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030513.html,店舗＆共同住宅
札幌東5-14,690,92.5,638.05,1階：店舗,2～3階：住宅,,,,2490,8231,1680,5554,,,,,,,219.65,209.2,0,0,0,9000,4,43.094278888888894,141.38188305555556,店舗兼共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030514.html,店舗＆共同住宅
札幌東5-15,400,100,400,1階：店舗,,,,,3000,9917,,,,,,,,,400,0,0,0,0,0,0,43.08899888888889,141.34877694444444,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030515.html,店舗系
札幌東5-16,1076.28,84,903.95,1階：店舗,2～3階：住宅,4階：住宅,,,2720,8992,1870,6182,1820,6017,,,,,231.56,224.13,224.13,0,0,9000,9,43.07973888888889,141.35718805555555,店舗兼共同住宅,S造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030516.html,店舗＆共同住宅
札幌東5-17,660,100,660,1階：店舗,,,,,2090,6909,,,,,,,,,660,0,0,0,0,0,0,43.0905,141.41583111111112,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011030517.html,店舗系
札幌白石-1,235.2,88.6,208.32,1階：住宅,2階：住宅,,,,1620,5355,1650,5455,,,,,,,104.16,104.16,0,0,0,10000,3,43.04623388888889,141.4087238888889,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040001.html,戸建住宅系
札幌白石-3,218.2,90.1,196.6,1階：住宅,2階：住宅,,,,1637,5412,1670,5521,,,,,,,98.3,98.3,0,0,0,10000,3,43.04321,141.4232811111111,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040003.html,戸建住宅系
札幌白石-4,639.88,88.3,564.78,1階：住宅,2～4階：住宅,,,,1870,6182,1890,6248,,,,,,,133.77,143.67,0,0,0,12000,4,43.038913888888885,141.40967805555556,共同住宅,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040004.html,共同住宅
札幌白石-6,316,92.4,292,1階：居宅,2階：居宅,,,,1535,5074,1550,5124,,,,,,,146,146,0,0,0,5000,4,43.071488055555555,141.41288305555557,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040006.html,戸建住宅系
札幌白石-7,506.44,91.1,461.44,1階：住宅,2～4階：住宅,,,,1670,5521,1690,5587,,,,,,,115.36,115.36,0,0,0,8000,4,43.054898055555554,141.40898805555557,共同住宅,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040007.html,共同住宅
札幌白石-9,594.04,92.4,549.04,1階：住宅,2～4階：住宅,,,,1720,5686,1750,5785,,,,,,,137.26,137.26,0,0,0,7000,4,43.03301305555556,141.41854305555555,共同住宅,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040009.html,共同住宅
札幌白石-10,435.43,89.3,388.64,1階：住宅,2～4階：住宅,,,,1700,5620,1720,5686,,,,,,,97.16,97.16,0,0,0,11000,4,43.03930111111111,141.4032738888889,共同住宅,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040010.html,戸建住宅系
札幌白石-14,711.81,90,640.56,1階：住宅,2～4階：住宅,,,,1750,5785,1750,5785,,,,,,,160.14,160.14,0,0,0,12000,6,43.038178888888886,141.42328805555556,共同住宅,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040014.html,共同住宅
札幌白石-15,440,88.6,389.84,1階：住宅,2～3階：住宅,4階：住宅,,,1640,5421,1660,5488,1660,5488,,,,,97.46,97.46,97.46,0,0,8000,4,43.05246611111111,141.42028611111112,共同住宅,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040015.html,共同住宅
札幌白石-16,501,91,455.92,1階：住宅,2～4階：住宅,,,,1680,5554,1730,5719,,,,,,,113.98,113.98,0,0,0,10000,3,43.046838888888885,141.3909661111111,共同住宅,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040016.html,共同住宅
札幌白石-20,440.52,89.8,395.52,1階：住宅,2～4階：住宅,,,,1600,5289,1640,5421,,,,,,,98.88,98.88,0,0,0,8000,4,43.05702194444445,141.413645,共同住宅,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040020.html,共同住宅
札幌白石-21,429.52,91.1,391.12,1階：住宅,2～4階：住宅,,,,1786,5904,1820,6017,,,,,,,97.78,97.78,0,0,0,8000,3,43.02957111111111,141.42833194444444,共同住宅,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040021.html,共同住宅
札幌白石-22,381,88.2,336,1階：住宅,2～3階：住宅,,,,1666,5507,1700,5620,,,,,,,112,112,0,0,0,10000,4,43.063188888888895,141.37630805555554,共同住宅,LS造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040022.html,戸建住宅系
札幌白石-23,900.5,81,729.31,1階：住宅,2～4階：住宅,,,,1963,6489,2020,6678,,,,,,,106.84,207.49,0,0,0,13000,9,43.05297388888889,141.38686805555554,共同住宅,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040023.html,共同住宅
札幌白石-25,754.32,84.4,636.64,1階：住宅,2～4階：住宅,,,,1963,6489,2020,6678,,,,,,,152.41,161.41,0,0,0,12000,3,43.058098055555554,141.36979694444443,共同住宅,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040025.html,共同住宅
札幌白石-26,272.16,100,272.16,1階：住宅,2階：住宅,,,,1500,4959,1530,5058,,,,,,,136.08,136.08,0,0,0,0,0,43.07584888888889,141.41405305555557,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040026.html,戸建住宅系
札幌白石-28,1188.6,90.3,1073.6,1階：住宅,2～4階：住宅,塔屋：機械室,,,1769,5848,1820,6017,,,,,,,268.4,268.4,0,0,0,8000,10,43.05858611111111,141.384215,共同住宅,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040028.html,共同住宅
札幌白石5-1,636.4,83.3,530.4,1階：店舗,2～5階：住宅,,,,2850,9421,1940,6413,,,,,,,106.08,106.08,0,0,0,0,0,43.06086388888888,141.3752861111111,店舗兼共同住宅,RC造地上5階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040501.html,店舗＆共同住宅
札幌白石5-2,4056,84,3406,1階：店舗,2階：事務所,3～7階：事務所,塔屋：機械室,,3700,12231,2800,9256,2600,8595,,,,,460,491,491,0,0,15000,14,43.04655888888889,141.39613,店舗兼事務所,RC造地上7階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040502.html,店舗＆事務所
札幌白石5-3,2216.52,85.8,1902.78,地下1階：機械室,1階：店舗,2～4階：住宅,5～10階：住宅,11階：住宅,,,2990,9884,1899,6278,1957,6469,1986,6565,0,161.28,174.15,174.15,174.15,10000,7,43.04954333333333,141.408525,店舗兼共同住宅,RC造地下1階地上11階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040503.html,店舗＆共同住宅
札幌白石5-4,511.5,84.3,431.32,1階：店舗,2～3階：住宅,,,,2340,7736,1500,4959,,,,,,,155.92,137.7,0,0,0,8000,10,43.04947805555556,141.43839111111112,店舗兼共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040504.html,店舗＆共同住宅
札幌白石5-5,938.52,92.4,867.54,1階：店舗,2～4階：住宅,,,,3210,10612,2040,6744,,,,,,,201.9,221.88,0,0,0,14000,2,43.04054388888889,141.41106805555555,店舗兼共同住宅,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040505.html,店舗＆共同住宅
札幌白石5-6,865.46,82.8,716.33,1階：店舗,2～3階：事務所,,,,2970,9818,2060,6810,,,,,,,202.81,256.76,0,0,0,10000,2,43.02794,141.43499,店舗兼事務所,RC造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040506.html,店舗＆共同住宅
札幌白石5-7,2838.84,83.2,2363.27,地下1階：機械室,1階：店舗,2～4階：住宅,5～10階：住宅,,,,3620,11967,1900,6281,1930,6380,,,0,349.16,223.79,223.79,0,13000,13,43.05149611111111,141.3848811111111,店舗兼共同住宅,RC造地下1階地上10階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/01/2026011040507.html,店舗＆共同住宅
