地点コード,延床面積(㎡),有効率(%),有効面積(㎡),階層1,階層2,階層3,階層4,階層5,階層1_共込単価(円/㎡),階層1_共込単価(円/坪),階層2_共込単価(円/㎡),階層2_共込単価(円/坪),階層3_共込単価(円/㎡),階層3_共込単価(円/坪),階層4_共込単価(円/㎡),階層4_共込単価(円/坪),階層5_共込単価(円/㎡),階層5_共込単価(円/坪),階層1_有効面積(㎡),階層2_有効面積(㎡),階層3_有効面積(㎡),階層4_有効面積(㎡),階層5_有効面積(㎡),駐車場代単価（円/台）,駐車場台数,緯度,経度,用途,構造・階層,評価書,用途カテゴリ
熊本北5-4,1000,85,850,1階：店舗,2階：事務所,,,,2450,8099,1800,5950,,,,,,,425,425,0,0,0,0,0,32.858895,130.70973805555556,店舗兼事務所,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026431050504.html,店舗系
八代-1,180,100,180,1階：住宅,2階：住宅,,,,1150,3802,1180,3901,,,,,,,90,90,0,0,0,2000,4,32.50147111111111,130.614345,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432020001.html,戸建住宅系
八代5-1,675,90.7,612,1階：店舗,2～3階：住宅,,,,1990,6579,1310,4331,,,,,,,200,206,0,0,0,4000,10,32.505893888888885,130.60363999999998,店舗兼共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432020501.html,店舗＆共同住宅
八代5-2,400,100,400,1階：店舗,,,,,2000,6612,,,,,,,,,400,0,0,0,0,0,0,32.51473611111111,130.59872611111112,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432020502.html,店舗系
八代5-3,1100,100,1100,1階：店舗,,,,,1486,4912,,,,,,,,,1100,0,0,0,0,0,0,32.51126305555556,130.6312661111111,店舗,LS造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432020503.html,店舗系
八代5-4,320,100,320,1階：店舗,2階：住宅,,,,1520,5025,1200,3967,,,,,,,160,160,0,0,0,3000,6,32.49846194444444,130.59871805555557,店舗兼共同住宅,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432020504.html,店舗系
人吉5-2,150,100,150,1階：店舗,,,,,1421,4698,,,,,,,,,150,0,0,0,0,0,0,32.22584,130.76327111111112,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432030502.html,店舗系
荒尾-3,200,100,200,1階：住宅,2階：住宅,,,,1270,4198,1280,4231,,,,,,,100,100,0,0,0,0,0,32.99671611111111,130.43191611111112,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432040003.html,戸建住宅系
荒尾5-1,540,100,540,1階：店舗,2階：店舗,,,,1860,6149,1450,4793,,,,,,,270,270,0,0,0,0,0,32.983266111111114,130.46928499999999,店舗,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432040501.html,店舗系
荒尾5-2,250,100,250,1階：店舗,,,,,1780,5884,,,,,,,,,250,0,0,0,0,0,0,32.98549,130.45054305555556,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432040502.html,店舗系
荒尾5-3,240,100,240,1階：店舗,,,,,1770,5851,,,,,,,,,240,0,0,0,0,0,0,33.00383888888889,130.43847611111113,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432040503.html,店舗系
水俣-1,182,100,182,1階：住宅,2階：住宅,,,,1134,3749,1134,3749,,,,,,,91,91,0,0,0,0,0,32.21354527777778,130.39686305555554,共同住宅,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432050001.html,戸建住宅系
水俣5-1,216,85,183.6,1階：店舗,2～3階：事務所,,,,1981,6549,1482,4899,,,,,,,61.2,61.2,0,0,0,0,0,32.210456666666666,130.40290666666667,店舗兼事務所,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432050501.html,店舗＆事務所
水俣5-2,140,100,140,1階：店舗,2階：住宅,,,,1315,4347,1164,3848,,,,,,,70,70,0,0,0,0,0,32.21190111111111,130.4033,店舗兼事務所,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432050502.html,店舗系
玉名-1,250,100,250,1階：共同住宅,2階：共同住宅,,,,1210,4000,1220,4033,,,,,,,125,125,0,0,0,0,0,32.93131611111111,130.55397,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432060001.html,戸建住宅系
玉名-2,192,100,192,1階：住宅,2階：住宅,,,,1200,3967,1230,4066,,,,,,,96,96,0,0,0,0,0,32.936565,130.54698305555556,住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432060002.html,戸建住宅系
玉名5-1,600,100,600,1階：店舗,2階：住宅,,,,1750,5785,1200,3967,,,,,,,300,300,0,0,0,0,0,32.92672388888889,130.56116694444444,店舗、共同住宅,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432060501.html,店舗系
玉名5-2,1400,85,1190,1階：店舗,2階：事務所,3～4階：事務所,,,1900,6281,1600,5289,1570,5190,,,,,297.5,297.5,297.5,0,0,0,0,32.928891944444445,130.5594911111111,店舗、事務所,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432060502.html,事務所
玉名5-3,400,100,400,1階：店舗,2階：住宅,,,,1600,5289,1150,3802,,,,,,,200,200,0,0,0,0,0,32.92322194444444,130.54598388888888,店舗兼共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432060503.html,店舗系
山鹿-2,240,100,240,1階：共同住宅,2階：共同住宅,,,,1210,4000,1230,4066,,,,,,,120,120,0,0,0,0,0,33.012546111111114,130.68309694444443,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432080002.html,戸建住宅系
山鹿5-1,260,100,260,1階：店舗,2階：共同住宅,,,,1580,5223,1270,4198,,,,,,,130,130,0,0,0,0,0,33.01401305555556,130.69130194444443,店舗兼共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432080501.html,店舗系
山鹿5-2,900,100,900,1階：店舗,2階：共同住宅,,,,1600,5289,1150,3802,,,,,,,450,450,0,0,0,0,0,33.00968611111111,130.706805,店舗兼共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432080502.html,店舗系
菊池5-1,640,85,544,1階：店舗,2階：事務所,,,,1900,6281,1710,5653,,,,,,,272,272,0,0,0,0,0,32.97418111111111,130.807605,店舗兼事務所,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432100501.html,店舗系
菊池5-2,140,100,140,1階：店舗,2階：住宅,,,,1630,5388,1100,3636,,,,,,,70,70,0,0,0,0,0,32.98157388888889,130.81235305555555,店舗兼共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432100502.html,店舗系
菊池5-3,560,100,560,1階：店舗,2階：住宅,,,,1650,5455,1100,3636,,,,,,,280,280,0,0,0,0,0,32.92608611111111,130.77216305555555,店舗兼共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432100503.html,店舗系
宇土-1,216,100,216,1階：共同住宅,2階：共同住宅,,,,1250,4132,1280,4231,,,,,,,108,108,0,0,0,0,0,32.68153611111111,130.6598361111111,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432110001.html,戸建住宅系
宇土5-1,600,100,600,1階：店舗,2階：共同住宅,,,,1650,5455,1250,4132,,,,,,,300,300,0,0,0,0,0,32.68619388888889,130.659195,店舗兼共同住宅,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432110501.html,店舗系
宇城5-1,180,100,180,1階：店舗,,,,,1900,6281,,,,,,,,,180,0,0,0,0,0,0,32.652481111111115,130.6756038888889,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432130501.html,店舗系
宇城5-2,660,88.3,583,1階：店舗,2～3階：共同住宅,,,,1700,5620,1280,4231,,,,,,,187,198,0,0,0,0,0,32.59400611111111,130.702385,店舗兼共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432130502.html,店舗＆共同住宅
阿蘇5-1,580,100,580,1階：店舗,2階：住宅,,,,1350,4463,1080,3570,,,,,,,290,290,0,0,0,2000,5,32.97467888888889,131.0403988888889,店舗兼共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432140501.html,店舗＆共同住宅
天草5-1,270,100,270,1階：店舗,,,,,2000,6612,,,,,,,,,270,0,0,0,0,0,0,32.46648638888889,130.18824555555557,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432150501.html,店舗系
天草5-2,580,85,493,1階：店舗,2階：事務所,3階：事務所,4階：事務所,,2444,8079,1870,6182,1737,5742,1737,5742,,,123.25,123.25,123.25,123.25,0,0,0,32.45403,130.1947711111111,店舗付事務所,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432150502.html,店舗＆事務所
合志-4,200,100,200,1階：共同住宅,2階：共同住宅,,,,1290,4264,1290,4264,,,,,,,100,100,0,0,0,0,0,32.856161944444445,130.74109194444443,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432160004.html,戸建住宅系
合志5-1,200,100,200,1階：店舗,2階：共同住宅,,,,2130,7041,1260,4165,,,,,,,100,100,0,0,0,0,0,32.867799444444444,130.77914833333332,店舗兼共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026432160501.html,店舗＆共同住宅
熊本大津5-1,1040,88.1,916.5,1階：店舗,2階：住宅,3～7階：住宅,8階：住宅,,2100,6942,1390,4595,1400,4628,1450,4793,,,97.5,117,117,117,0,3000,18,32.87962888888889,130.8696888888889,店舗、住宅,RC造地上8階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026434030501.html,店舗＆共同住宅
菊陽-2,200,100,200,1階：共同住宅,2階：共同住宅,,,,1400,4628,1410,4661,,,,,,,100,100,0,0,0,0,0,32.85769222222222,130.78905972222222,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026434040002.html,戸建住宅系
菊陽-3,240,100,240,1階：共同住宅,2階：共同住宅,,,,1280,4231,1330,4397,,,,,,,120,120,0,0,0,0,0,32.86077888888889,130.8234861111111,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026434040003.html,戸建住宅系
菊陽5-1,1935,88,1703.25,1階：店舗,2～3階：住宅,4～7階：住宅,8階：住宅,,2900,9587,1570,5190,1580,5223,1600,5289,,,191.25,216,216,216,0,0,0,32.86105194444444,130.79595694444444,店舗、共同住宅,RC造地上8階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026434040501.html,店舗系
御船5-1,120,100,120,(一括)1階：店舗,,,,,1490,4926,,,,,,,,,120,0,0,0,0,0,0,32.71216888888889,130.79929611111112,店舗,LS造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026434410501.html,店舗系
益城5-1,200,100,200,1階：店舗,,,,,1996,6598,,,,,,,,,200,0,0,0,0,0,0,32.78504916666667,130.80430194444446,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/43/2026434430501.html,店舗系
大分-5,371.54,100,371.54,1階：住宅,2階：住宅,,,,1600,5289,1630,5388,,,,,,,185.77,185.77,0,0,0,4000,8,33.23832194444444,131.6419388888889,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010005.html,戸建住宅系
大分-6,360,90,324,1階：住宅,2～3階：住宅,,,,1900,6281,1950,6446,,,,,,,108,108,0,0,0,6000,5,33.24109388888889,131.59546305555557,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010006.html,戸建住宅系
大分-7,360,100,360,1階：住宅,2～3階：住宅,,,,1750,5785,1800,5950,,,,,,,120,120,0,0,0,8000,8,33.24454305555555,131.61251305555555,共同住宅,LS造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010007.html,戸建住宅系
大分-9,150,100,150,1階：住宅,2階：住宅,,,,1700,5620,1700,5620,,,,,,,75,75,0,0,0,8000,4,33.23356805555556,131.6182061111111,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010009.html,戸建住宅系
大分-10,172,100,172,1階：住宅,2階：住宅,,,,1900,6281,2000,6612,,,,,,,86,86,0,0,0,10000,3,33.22903055555555,131.60678,アパート,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010010.html,戸建住宅系
大分-11,200,100,200,1～2階：住宅,,,,,1800,5950,,,,,,,,,100,0,0,0,0,7000,4,33.225674999999995,131.61355305555557,アパート,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010011.html,戸建住宅系
大分-29,160,100,160,1階：住宅,2階：住宅,,,,1750,5785,1750,5785,,,,,,,80,80,0,0,0,5000,4,33.24447694444444,131.641165,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010029.html,戸建住宅系
大分-31,172,100,172,1階：住宅,2階：住宅,,,,1870,6182,1900,6281,,,,,,,86,86,0,0,0,10000,3,33.22840305555555,131.6106361111111,アパート,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010031.html,戸建住宅系
大分-73,690,100,690,1階：住宅,2～3階：住宅,,,,1620,5355,1650,5455,,,,,,,230,230,0,0,0,5000,14,33.214168055555554,131.5685211111111,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010073.html,共同住宅
大分5-1,1495,83.4,1246.75,1階：店舗,2階：店舗,3～6階：事務所,,,5500,18182,4000,13223,3000,9917,,,,,78,233.75,233.75,0,0,20000,4,33.236626111111114,131.60702111111112,店舗兼事務所,RC造地上6階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010501.html,店舗＆事務所
大分5-2,1520,85,1292,1階：店舗,2～4階：事務所,,,,4500,14876,3400,11240,,,,,,,323,323,0,0,0,25000,7,33.23934305555555,131.60583305555556,店舗兼事務所,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010502.html,店舗＆事務所
大分5-3,1760,82.1,1445.4,1階：店舗,2～3階：共同住宅,4～5階：共同住宅,6～7階：共同住宅,8階：共同住宅,4000,13223,2500,8264,2575,8512,2625,8678,2700,8926,167.2,182.6,182.6,182.6,182.6,15000,7,33.24059,131.6025238888889,店舗兼共同住宅,RC造地上8階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010503.html,店舗＆共同住宅
大分5-4,825,84.4,696.3,1階：店舗,2階：店舗,3階：共同住宅,4階：共同住宅,5階：共同住宅,4200,13884,3500,11570,2400,7934,2400,7934,2450,8099,118.8,132,148.5,148.5,148.5,0,0,33.23618111111111,131.6096961111111,店舗兼共同住宅,RC造地上5階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010504.html,店舗＆共同住宅
大分5-6,1680,88.3,1484,1階：店舗,2～4階：住宅,5～6階：住宅,,,3800,12562,2350,7769,2400,7934,,,,,224,252,252,0,0,15000,8,33.23238694444444,131.61270805555557,店舗兼共同住宅,RC造地上6階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010506.html,店舗＆共同住宅
大分5-7,1200,85,1020,1階：店舗,2階：事務所,,,,2300,7603,1540,5091,,,,,,,510,510,0,0,0,3500,20,33.254195,131.68091388888888,店舗兼事務所,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010507.html,店舗＆事務所
大分5-8,140,100,140,1階：店舗,,,,,2100,6942,,,,,,,,,140,0,0,0,0,9000,6,33.23118888888889,131.60032805555556,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010508.html,店舗系
大分5-9,400,100,400,1階：店舗,,,,,1900,6281,,,,,,,,,400,0,0,0,0,5000,25,33.212671944444445,131.56917611111112,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010509.html,店舗系
大分5-10,170,100,170,1階：店舗,,,,,2400,7934,,,,,,,,,170,0,0,0,0,6000,10,33.240681111111115,131.62583694444444,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010510.html,店舗系
大分5-11,700,85,595,1階：店舗,2階：事務所,,,,2500,8264,1700,5620,,,,,,,297.5,297.5,0,0,0,7000,14,33.24382111111111,131.6506961111111,店舗兼事務所,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010511.html,店舗＆事務所
大分5-12,110,100,110,1階：店舗,,,,,2000,6612,,,,,,,,,110,0,0,0,0,6000,2,33.24085888888889,131.6888,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010512.html,店舗系
大分5-13,350,100,350,1階：店舗,2階：店舗,,,,4200,13884,4200,13884,,,,,,,180,170,0,0,0,0,0,33.22779,131.59579,店舗,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010513.html,店舗系
大分5-14,240,100,240,1階：店舗,,,,,1750,5785,,,,,,,,,240,0,0,0,0,3000,18,33.245785,131.71186,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010514.html,店舗系
大分5-15,140,100,140,1階：店舗,2階：住宅,,,,2160,7140,1400,4628,,,,,,,60,80,0,0,0,4000,4,33.245511944444445,131.72081500000002,店舗兼共同住宅,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010515.html,店舗＆共同住宅
大分5-17,550,100,550,1階：店舗,,,,,2000,6612,,,,,,,,,550,0,0,0,0,7000,20,33.21552888888889,131.60671194444444,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010517.html,店舗系
大分5-18,282,85,239.7,(一括)1階：事務所,2～3階：共同住宅,,,,2700,8926,1800,5950,,,,,,,79.9,79.9,0,0,0,10000,3,33.242895000000004,131.59025694444443,事務所兼共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010518.html,店舗＆共同住宅
大分5-19,650,87,565.5,1階：店舗,2～3階：住宅,4～5階：住宅,,,4300,14215,2380,7868,2480,8198,,,,,97.5,117,117,0,0,0,0,33.23475694444444,131.60371305555557,店舗兼共同住宅,RC造地上5階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010519.html,店舗＆共同住宅
大分5-20,240,87,208.8,1階：店舗,2～3階：住宅,4階：住宅,,,3800,12562,2310,7636,2270,7504,,,,,52.2,52.2,52.2,0,0,0,0,33.23563,131.6122061111111,店舗兼共同住宅,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010520.html,店舗＆共同住宅
大分5-21,240,100,240,1階：店舗,,,,,2200,7273,,,,,,,,,240,0,0,0,0,4000,14,33.22788388888889,131.6812088888889,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010521.html,店舗系
大分5-23,400,100,400,1階：店舗,,,,,2200,7273,,,,,,,,,400,0,0,0,0,0,0,33.19477305555556,131.57879611111113,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010523.html,店舗系
大分5-24,200,100,200,1階：店舗,,,,,2160,7140,,,,,,,,,200,0,0,0,0,0,0,33.21480888888889,131.5911661111111,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010524.html,店舗系
大分5-25,200,100,200,1階：店舗,,,,,2240,7405,,,,,,,,,200,0,0,0,0,5000,12,33.22611,131.65916194444443,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010525.html,店舗系
大分5-26,270,100,270,1階：店舗,,,,,2260,7471,,,,,,,,,270,0,0,0,0,6000,10,33.22872805555556,131.63512,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010526.html,店舗系
大分5-27,960,89.1,855,1階：店舗,2～3階：共同住宅,4～9階：共同住宅,10階：共同住宅,,4000,13223,2300,7603,2350,7769,2400,7934,,,45,90,90,90,0,15000,3,33.23631666666667,131.60436027777777,店舗兼共同住宅,RC造地上10階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010527.html,店舗＆共同住宅
大分5-29,400,100,400,1階：店舗,,,,,1770,5851,,,,,,,,,400,0,0,0,0,5000,20,33.21337694444445,131.61861805555557,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010529.html,店舗系
大分5-30,660,90.8,599,1階：店舗,2～3階：住宅,,,,2650,8760,1800,5950,,,,,,,119,240,0,0,0,8000,15,33.23236111111111,131.59097194444445,店舗兼共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010530.html,店舗＆共同住宅
大分5-31,300,100,300,1階：店舗,,,,,2350,7769,,,,,,,,,300,0,0,0,0,5000,20,33.211675,131.60832805555557,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010531.html,店舗系
大分5-32,128,100,128,1階：店舗,2階：住宅,,,,1950,6446,1700,5620,,,,,,,64,64,0,0,0,6000,2,33.24624083333333,131.58263305555556,店舗兼共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010532.html,店舗＆共同住宅
大分5-33,180,100,180,1階：店舗,,,,,2100,6942,,,,,,,,,180,0,0,0,0,8000,8,33.21364944444445,131.59652694444443,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010533.html,店舗系
大分5-34,360,100,360,1階：店舗,,,,,2050,6777,,,,,,,,,360,0,0,0,0,4000,25,33.19060583333333,131.59392611111113,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010534.html,店舗系
大分5-35,3000,87.6,2628,1階：店舗,2階：事務所,3～4階：居宅,5～6階：居宅,,3870,12793,3230,10678,2150,7107,2260,7471,,,468,432,432,432,0,12000,22,33.22804583333333,131.6027,店舗、事務所兼共同住宅,RC造地上6階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010535.html,店舗＆事務所＆共同住宅
大分5-36,920,83.8,770.5,1階：店舗,2階：店舗,3階：店舗,4階：店舗,,4800,15868,4000,13223,3500,11570,3500,11570,,,184,195.5,195.5,195.5,0,0,0,33.24112777777778,131.6058138888889,店舗,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010536.html,店舗系
大分5-37,2080,71.8,1494.25,地下1階：店舗,1階：店舗,2階：店舗,3～6階：事務所,7～8階：事務所,4500,14876,9000,29752,4800,15868,3900,12893,3900,12893,161,153,191.25,191.25,112,25000,7,33.234028055555555,131.60608888888888,店舗兼事務所,S造地下1階地上8階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442010537.html,店舗＆事務所
別府-1,109.38,100,109.38,1階：居宅,2階：居宅,,,,1570,5190,1600,5289,,,,,,,54.69,54.69,0,0,0,5000,4,33.276935,131.49470805555555,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442020001.html,戸建住宅系
別府-4,240,100,240,1階：住宅,2階：住宅,,,,1700,5620,1700,5620,,,,,,,120,120,0,0,0,4000,6,33.29343305555555,131.48553694444445,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442020004.html,戸建住宅系
別府-12,220,100,220,1階：住宅,2階：住宅,,,,1600,5289,1600,5289,,,,,,,110,110,0,0,0,6500,8,33.28144694444445,131.48789305555556,アパート（学生向）,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/44/2026442020012.html,戸建住宅系
